flink_line,suite,invocation_id,test_class,test_name,display_name,plan_index,root_index,fully_accelerated,label,category,note,source_url
2.2,delta,6189cf44-c5c0-43d4-b432-f1b43b8f9d29,io.delta.flink.sink.sql.FlinkSqlTest,testLoadIntoHadoopTable,testLoadIntoHadoopTable(),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/delta-io/delta/blob/v4.4.0/flink/src/test/java/io/delta/flink/sink/sql/FlinkSqlTest.java
2.2,delta,74efd7da-50d5-4cf5-8f58-6662c2e8dfd7,io.delta.flink.sink.sql.FlinkSqlTest,testLoadIntoPartitionedHadoopTable,testLoadIntoPartitionedHadoopTable(),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/delta-io/delta/blob/v4.4.0/flink/src/test/java/io/delta/flink/sink/sql/FlinkSqlTest.java
2.2,delta,87bc2479-9d3f-426b-b035-d1e978f20633,io.delta.flink.sink.sql.FlinkSqlTest,testLoadIntoTableWithManyTypes,testLoadIntoTableWithManyTypes(),1,1,False,should be accelerated,data-type,delta sink: Delta column type TIME(0) is not verified by the native writer,https://github.com/delta-io/delta/blob/v4.4.0/flink/src/test/java/io/delta/flink/sink/sql/FlinkSqlTest.java
2.2,formats,abd8f34e-ad6c-4bde-b714-127ec1e60988,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testNonPart,testNonPart(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,abd8f34e-ad6c-4bde-b714-127ec1e60988,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testNonPart,testNonPart(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,6fd95477-d804-478e-96b5-b189718f12ea,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testPart,testPart(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,6fd95477-d804-478e-96b5-b189718f12ea,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testPart,testPart(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,cd70d2bb-fa8d-4043-9406-71aae9f2c1f9,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testPartitionWithBasicDate,testPartitionWithBasicDate(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,cd70d2bb-fa8d-4043-9406-71aae9f2c1f9,org.apache.flink.formats.avro.AvroFilesystemStreamITCase,testPartitionWithBasicDate,testPartitionWithBasicDate(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemStreamITCase.java
2.2,formats,e2a55e5a-f949-4a61-9d25-af551279d00c,org.apache.flink.formats.csv.CsvFileCompactionITCase,testNonPartition,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,e2a55e5a-f949-4a61-9d25-af551279d00c,org.apache.flink.formats.csv.CsvFileCompactionITCase,testNonPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,5a477692-7f95-47e5-8da0-5af673b17b6d,org.apache.flink.formats.csv.CsvFileCompactionITCase,testPartition,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,5a477692-7f95-47e5-8da0-5af673b17b6d,org.apache.flink.formats.csv.CsvFileCompactionITCase,testPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,e6ec2660-98d5-4adf-b02f-5bc56f7ddaf6,org.apache.flink.formats.csv.CsvFileCompactionITCase,testSingleParallelism,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,e6ec2660-98d5-4adf-b02f-5bc56f7ddaf6,org.apache.flink.formats.csv.CsvFileCompactionITCase,testSingleParallelism,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFileCompactionITCase.java
2.2,formats,0760a725-fd95-4bc5-ad56-5d30ebe517d9,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions1,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0760a725-fd95-4bc5-ad56-5d30ebe517d9,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions1,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0760a725-fd95-4bc5-ad56-5d30ebe517d9,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions1,[1],3,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,e27d5b4d-51e3-465c-aa30-2a7bdccc52df,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions2,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,e27d5b4d-51e3-465c-aa30-2a7bdccc52df,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions2,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,e27d5b4d-51e3-465c-aa30-2a7bdccc52df,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testAllStaticPartitions2,[1],3,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,54e8544d-bf38-4689-a873-839d8627c46c,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testCustomPartitionCommitPolicy,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,7d4c34b3-14fd-48ea-ae55-56d77df3eb21,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testDynamicPartition,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,7d4c34b3-14fd-48ea-ae55-56d77df3eb21,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testDynamicPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,7d4c34b3-14fd-48ea-ae55-56d77df3eb21,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testDynamicPartition,[1],3,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,7d4c34b3-14fd-48ea-ae55-56d77df3eb21,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testDynamicPartition,[1],4,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,7d4c34b3-14fd-48ea-ae55-56d77df3eb21,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testDynamicPartition,[1],5,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,38c6f44d-0f6c-427c-94ff-0f803420c2b5,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testFilterPushDown,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,38c6f44d-0f6c-427c-94ff-0f803420c2b5,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testFilterPushDown,[1],2,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,445b054d-f92b-44e5-9083-9badeb331c85,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testInsertAppend,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,445b054d-f92b-44e5-9083-9badeb331c85,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testInsertAppend,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,445b054d-f92b-44e5-9083-9badeb331c85,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testInsertAppend,[1],3,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,a631cc1a-bfe7-4f93-9938-898df82c3fa3,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testLimitPushDown,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,a631cc1a-bfe7-4f93-9938-898df82c3fa3,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testLimitPushDown,[1],2,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,36c7a3f1-7b9b-45d7-a564-09fd387364c6,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testNonPartition,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,36c7a3f1-7b9b-45d7-a564-09fd387364c6,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testNonPartition,[1],2,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],3,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],4,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],5,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,0200e065-28f7-4321-bf9f-48906bce266d,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartialDynamicPartition,[1],6,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,32cb060e-3dbe-4342-a5d8-b430f8b79585,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartitionWithHiddenFile,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,32cb060e-3dbe-4342-a5d8-b430f8b79585,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testPartitionWithHiddenFile,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,5db32986-957b-4ccc-87c8-dfab5439f019,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testProjectPushDown,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,5db32986-957b-4ccc-87c8-dfab5439f019,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testProjectPushDown,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,aea6c13f-d46c-4baf-8d87-e77df80a967b,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionTenAndZeroFromFileSystem,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,aea6c13f-d46c-4baf-8d87-e77df80a967b,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionTenAndZeroFromFileSystem,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,6b999004-eb8c-4bbf-a3bf-23aed6bbb754,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionThreeAndTwoFromFileSystem,[1],1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,6b999004-eb8c-4bbf-a3bf-23aed6bbb754,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionThreeAndTwoFromFileSystem,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
2.2,formats,1679f7de-10b1-4803-82e6-9291c40bcea6,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testNonPart,testNonPart(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,1679f7de-10b1-4803-82e6-9291c40bcea6,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testNonPart,testNonPart(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,0b81c19a-9539-4df8-a91f-66e207686b77,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPart,testPart(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,0b81c19a-9539-4df8-a91f-66e207686b77,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPart,testPart(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,bb0bb38a-8509-4610-87ed-5aa4ac532d8c,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPartitionWithBasicDate,testPartitionWithBasicDate(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,bb0bb38a-8509-4610-87ed-5aa4ac532d8c,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPartitionWithBasicDate,testPartitionWithBasicDate(),2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
2.2,formats,6e8c8ee1-901b-4e98-96dd-80fa65eaf920,org.apache.flink.formats.csv.TableCsvFormatITCase,"testFilterPushDown(Path, Path)","testFilterPushDown(Path, Path)",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,387e4f92-4cae-4867-8a66-16f70c384ca4,org.apache.flink.formats.csv.TableCsvFormatITCase,testPartitionPushDown(Path),testPartitionPushDown(Path),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,64773775-442f-493e-9558-8f2463fbbf0e,org.apache.flink.formats.csv.TableCsvFormatITCase,"testProjectPushDown(Path, Path)","testProjectPushDown(Path, Path)",1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,a252c234-9920-4de0-bc93-a5e7d7715a13,org.apache.flink.formats.csv.TableCsvFormatITCase,testPushDowns(Path),testPushDowns(Path),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,1b94a0c0-895d-4e5e-afd8-d490696ad857,org.apache.flink.formats.csv.TableCsvFormatITCase,testReadingMetadata(Path),testReadingMetadata(Path),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,b5a475ad-cfc7-446c-ba20-6740bc4bfafc,org.apache.flink.formats.csv.TableCsvFormatITCase,testWatermarkPushDown(Path),testWatermarkPushDown(Path),1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
2.2,formats,1fe27fd5-15b7-4d0e-bbb5-e6ce360170de,org.apache.flink.formats.json.JsonFileCompactionITCase,testNonPartition,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,1fe27fd5-15b7-4d0e-bbb5-e6ce360170de,org.apache.flink.formats.json.JsonFileCompactionITCase,testNonPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,cb4b2140-8641-4b5e-a4a9-caebc569ceb2,org.apache.flink.formats.json.JsonFileCompactionITCase,testPartition,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,cb4b2140-8641-4b5e-a4a9-caebc569ceb2,org.apache.flink.formats.json.JsonFileCompactionITCase,testPartition,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,3c8af341-fe22-45c6-9f73-329a2e3c5cc1,org.apache.flink.formats.json.JsonFileCompactionITCase,testSingleParallelism,[1],1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,3c8af341-fe22-45c6-9f73-329a2e3c5cc1,org.apache.flink.formats.json.JsonFileCompactionITCase,testSingleParallelism,[1],2,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFileCompactionITCase.java
2.2,formats,139aecf4-4b9a-441e-8175-d5ac6dd9cc5d,org.apache.flink.formats.json.JsonFsStreamSinkITCase,testNonPart,testNonPart(),1,1,False,not accelerated,source-or-constant-only,Source/sink/constant-only query; no interior SQL computation to accelerate.,https://github.com/apache/flink/blob/release-2.2.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonFsStreamSinkITCase.java
