flink_line,suite,test_class,test_name,display_name,outcome,label,sql_label,category,features,note,invocation_id,junit_id,report,case_index,native_plans,host_plans,native_components,junit_source,junit_status,revision,source_url
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testProjectPushDown,[1],passed,should be accelerated,not accelerated,connector-boundary,source-or-constant-only,Translated plan contains only source/sink/constant boundaries; no interior computation to accelerate. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,cdf79d0d-9357-41f2-a651-a2d8163c1de2,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.CsvFilesystemStreamITCase]/[test-template:testProjectPushDown()]/[test-template-invocation:#1],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamITCase.xml,10,0,2,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamITCase', methodName = 'testProjectPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testReadAllMetadata,[1],passed,not accelerated,not accelerated,catalog-or-metadata,,"Only DDL, metadata or explain statements observed; no execution translation.",030b1970-6a24-426d-8ff8-79433211da82,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.CsvFilesystemStreamITCase]/[test-template:testReadAllMetadata()]/[test-template-invocation:#1],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamITCase.xml,4,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamITCase', methodName = 'testReadAllMetadata', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionTenAndZeroFromFileSystem,[1],passed,should be accelerated,accelerated,connector-boundary,"scalar-expression, set-operation","1 execution plan(s) admitted native substitution (scalar-expression, set-operation); upstream assertions passed. 1 additional source/constant-only plan(s). Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.",9cb355b4-3e8e-472a-baef-54c5319ffe11,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.CsvFilesystemStreamITCase]/[test-template:testSelectDecimalWithPrecisionTenAndZeroFromFileSystem()]/[test-template-invocation:#1],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamITCase.xml,3,1,1,"Calc, Union","Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamITCase', methodName = 'testSelectDecimalWithPrecisionTenAndZeroFromFileSystem', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamITCase,testSelectDecimalWithPrecisionThreeAndTwoFromFileSystem,[1],passed,should be accelerated,accelerated,connector-boundary,"scalar-expression, set-operation","1 execution plan(s) admitted native substitution (scalar-expression, set-operation); upstream assertions passed. 1 additional source/constant-only plan(s). Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.",1cc5614e-359f-4415-9ef7-60a5c8117579,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.CsvFilesystemStreamITCase]/[test-template:testSelectDecimalWithPrecisionThreeAndTwoFromFileSystem()]/[test-template-invocation:#1],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamITCase.xml,15,1,1,"Calc, Union","Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamITCase', methodName = 'testSelectDecimalWithPrecisionThreeAndTwoFromFileSystem', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testMetastorePolicy,testMetastorePolicy,passed,not accelerated,not accelerated,validation-or-host-error,source-or-constant-only,Every execution translation failed as expected by this passing fixture: org.apache.flink.table.api.ValidationException: Can not configure a 'metastore' partition commit policy for a file system table. You can only configure 'metastore' partition commit policy for a hive table.,c05010a8-9a55-4e97-9c12-9df805702656,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase]/[test:testMetastorePolicy(org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase.xml,2,0,1,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase', methodName = 'testMetastorePolicy', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testNonPart,testNonPart,passed,should be accelerated,not accelerated,connector-boundary,source-or-constant-only,Translated plan contains only source/sink/constant boundaries; no interior computation to accelerate. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,7b15a510-e359-4b2d-b969-0997d7801381,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase]/[test:testNonPart(org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase.xml,3,0,2,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase', methodName = 'testNonPart', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPart,testPart,passed,should be accelerated,not accelerated,connector-boundary,source-or-constant-only,Translated plan contains only source/sink/constant boundaries; no interior computation to accelerate. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,934e447d-a6c8-4113-b7f8-e3412876e79c,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase]/[test:testPart(org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase.xml,1,0,2,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase', methodName = 'testPart', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
1.18,formats,org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase,testPartitionWithBasicDate,testPartitionWithBasicDate,passed,should be accelerated,not accelerated,connector-boundary,source-or-constant-only,Translated plan contains only source/sink/constant boundaries; no interior computation to accelerate. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,07d0477b-cfeb-4410-8f3b-ba7d68b495e0,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase]/[test:testPartitionWithBasicDate(org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase.xml,0,0,2,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.CsvFilesystemStreamSinkITCase', methodName = 'testPartitionWithBasicDate', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/CsvFilesystemStreamSinkITCase.java
1.18,formats,org.apache.flink.formats.csv.DataStreamCsvITCase,testCsvReaderFormatFromPojo,testCsvReaderFormatFromPojo(),passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,a66c7a22-8159-4ad6-b4d2-baaa79039cfb,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.DataStreamCsvITCase]/[method:testCsvReaderFormatFromPojo()],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.DataStreamCsvITCase.xml,1,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.DataStreamCsvITCase', methodName = 'testCsvReaderFormatFromPojo', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/DataStreamCsvITCase.java
1.18,formats,org.apache.flink.formats.csv.DataStreamCsvITCase,testCsvReaderFormatFromSchema,testCsvReaderFormatFromSchema(),passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,b1fabd84-84b5-469f-9e19-6794b70ef153,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.DataStreamCsvITCase]/[method:testCsvReaderFormatFromSchema()],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.DataStreamCsvITCase.xml,2,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.DataStreamCsvITCase', methodName = 'testCsvReaderFormatFromSchema', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/DataStreamCsvITCase.java
1.18,formats,org.apache.flink.formats.csv.DataStreamCsvITCase,testCsvReaderFormatMalformed,testCsvReaderFormatMalformed(),passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,bd026b0d-1ca9-4246-8cdf-b90a30799d8e,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.DataStreamCsvITCase]/[method:testCsvReaderFormatMalformed()],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.DataStreamCsvITCase.xml,3,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.DataStreamCsvITCase', methodName = 'testCsvReaderFormatMalformed', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/DataStreamCsvITCase.java
1.18,formats,org.apache.flink.formats.csv.DataStreamCsvITCase,testCustomBulkWriter,testCustomBulkWriter(),passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,34d010d6-1582-4917-9c53-f14729529b0c,[engine:junit-jupiter]/[class:org.apache.flink.formats.csv.DataStreamCsvITCase]/[method:testCustomBulkWriter()],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.DataStreamCsvITCase.xml,0,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.DataStreamCsvITCase', methodName = 'testCustomBulkWriter', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/DataStreamCsvITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testFilterPushDown,testFilterPushDown,passed,should be accelerated,accelerated,connector-boundary,scalar-expression,1 execution plan(s) admitted native substitution (scalar-expression); upstream assertions passed. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,366f1d4b-7dee-47ab-b8bd-4a76a269a457,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testFilterPushDown(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,3,1,0,Filter,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testFilterPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testPartitionPushDown,testPartitionPushDown,passed,should be accelerated,accelerated,connector-boundary,scalar-expression,1 execution plan(s) admitted native substitution (scalar-expression); upstream assertions passed. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink). Native admission of SQL computation does not cover this source/sink path.,d454dc98-5327-402f-8527-e8dd17a61483,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testPartitionPushDown(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,1,1,0,Calc,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testPartitionPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testProjectPushDown,testProjectPushDown,passed,should be accelerated,not accelerated,connector-boundary,source-or-constant-only,Translated plan contains only source/sink/constant boundaries; no interior computation to accelerate. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink); filesystem/csv source (FileSystemTableSource). Native admission of SQL computation does not cover this source/sink path.,368e0d7e-4d03-450e-87bf-61c3287efecd,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testProjectPushDown(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,4,0,1,,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testProjectPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testPushDowns,testPushDowns,passed,should be accelerated,accelerated,connector-boundary,scalar-expression,1 execution plan(s) admitted native substitution (scalar-expression); upstream assertions passed. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink). Native admission of SQL computation does not cover this source/sink path.,9771261c-382e-465b-a39f-74bd836fed6b,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testPushDowns(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,0,1,0,Filter,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testPushDowns', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testReadingMetadata,testReadingMetadata,passed,should be accelerated,accelerated,connector-boundary,scalar-expression,1 execution plan(s) admitted native substitution (scalar-expression); upstream assertions passed. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink). Native admission of SQL computation does not cover this source/sink path.,83368d47-c055-4e80-a066-23073365e831,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testReadingMetadata(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,2,1,0,Calc,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testReadingMetadata', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.csv.TableCsvFormatITCase,testWatermarkPushDown,testWatermarkPushDown,passed,should be accelerated,accelerated,connector-boundary,scalar-expression,1 execution plan(s) admitted native substitution (scalar-expression); upstream assertions passed. Retained host connector boundary: filesystem/csv sink (FileSystemTableSink). Native admission of SQL computation does not cover this source/sink path.,b9cf0ae6-2b39-47c0-9e87-ba0fbd48982e,[engine:junit-vintage]/[runner:org.apache.flink.formats.csv.TableCsvFormatITCase]/[test:testWatermarkPushDown(org.apache.flink.formats.csv.TableCsvFormatITCase)],flink-csv/target/surefire-reports/TEST-org.apache.flink.formats.csv.TableCsvFormatITCase.xml,5,1,0,Calc,"Optional[MethodSource [className = 'org.apache.flink.formats.csv.TableCsvFormatITCase', methodName = 'testWatermarkPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-csv/src/test/java/org/apache/flink/formats/csv/TableCsvFormatITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,bigDataTest,bigDataTest(),passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,6961e410-0723-4921-97a0-41b863be87e9,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[method:bigDataTest()],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,18,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'bigDataTest', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testAllStaticPartitions1,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,585c0517-569c-4e15-ab7e-58fb44b3d191,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testAllStaticPartitions1()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,13,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testAllStaticPartitions1', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testAllStaticPartitions2,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,307e91a7-3551-4780-8854-1c3645569a03,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testAllStaticPartitions2()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,14,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testAllStaticPartitions2', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testAllStaticPartitionsWithMetadata,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,15283549-cda9-433b-ac67-51fba207f568,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testAllStaticPartitionsWithMetadata()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,9,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testAllStaticPartitionsWithMetadata', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testCustomPartitionCommitPolicy,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,aa2b1496-2f59-44f6-9d99-2aea74966653,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testCustomPartitionCommitPolicy()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,6,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testCustomPartitionCommitPolicy', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testDynamicPartition,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,f69184d9-e4a7-4ff9-baae-9abb0c67f586,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testDynamicPartition()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,1,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testDynamicPartition', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testFilterPushDown,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,7ef09cdd-7b3f-4d01-afdf-4b118cbfb061,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testFilterPushDown()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,7,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testFilterPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testInsertAppend,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,2683305d-efa1-4254-9ec2-ed74fae95ce1,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testInsertAppend()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,11,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testInsertAppend', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testInsertOverwrite,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,140776c6-29b9-4b9e-bbd2-a5e02457cd2c,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testInsertOverwrite()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,12,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testInsertOverwrite', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
1.18,formats,org.apache.flink.formats.json.JsonBatchFileSystemITCase,testLimitPushDown,[1],passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,f89443e1-4971-4d03-bb95-10c8992c9343,[engine:junit-jupiter]/[class:org.apache.flink.formats.json.JsonBatchFileSystemITCase]/[test-template:testLimitPushDown()]/[test-template-invocation:#1],flink-json/target/surefire-reports/TEST-org.apache.flink.formats.json.JsonBatchFileSystemITCase.xml,16,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.json.JsonBatchFileSystemITCase', methodName = 'testLimitPushDown', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-json/src/test/java/org/apache/flink/formats/json/JsonBatchFileSystemITCase.java
