flink_line,suite,test_class,test_name,display_name,outcome,label,sql_label,category,features,note,invocation_id,junit_id,report,case_index,native_plans,host_plans,native_components,junit_source,junit_status,revision,source_url
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testSourceMetrics(TestEnvironment, DataStreamSourceExternalContext, CheckpointingMode)[1]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=2}], Semantic: [EXACTLY_ONCE]",skipped,not accelerated,not accelerated,upstream-skip,,Upstream skipped this invocation; no execution.,b08cd5c3-d2fc-48ac-8512-ad8486dbd916,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testSourceMetrics(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#1]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,0,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testSourceMetrics', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode']]",ABORTED,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testSourceMetrics(TestEnvironment, DataStreamSourceExternalContext, CheckpointingMode)[2]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=1}], Semantic: [EXACTLY_ONCE]",skipped,not accelerated,not accelerated,upstream-skip,,Upstream skipped this invocation; no execution.,660c3a13-ca78-4919-ac79-bb001ca3bc23,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testSourceMetrics(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#2]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,1,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testSourceMetrics', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode']]",ABORTED,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testSourceSingleSplit(TestEnvironment, DataStreamSourceExternalContext, CheckpointingMode)[1]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=2}], Semantic: [EXACTLY_ONCE]",passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,4285e433-1e49-46a6-9999-622e96a729de,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testSourceSingleSplit(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#1]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,14,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testSourceSingleSplit', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testSourceSingleSplit(TestEnvironment, DataStreamSourceExternalContext, CheckpointingMode)[2]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=1}], Semantic: [EXACTLY_ONCE]",passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,c33ee590-491f-484a-8712-ba10febda827,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testSourceSingleSplit(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#2]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,15,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testSourceSingleSplit', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.streaming.api.CheckpointingMode']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testTaskManagerFailure(TestEnvironment, DataStreamSourceExternalContext, ClusterControllable, CheckpointingMode)[1]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=2}], Semantic: [EXACTLY_ONCE]",skipped,not accelerated,not accelerated,upstream-skip,,Upstream skipped this invocation; no execution.,931c3e14-6bf4-417a-a03d-fa1b35c42b96,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testTaskManagerFailure(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.connector.testframe.environment.ClusterControllable, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#1]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,10,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testTaskManagerFailure', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.connector.testframe.environment.ClusterControllable, org.apache.flink.streaming.api.CheckpointingMode']]",ABORTED,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroBulkFormatITCase,"testTaskManagerFailure(TestEnvironment, DataStreamSourceExternalContext, ClusterControllable, CheckpointingMode)[2]","TestEnvironment: [MiniCluster], ExternalContext: [AvroBulkFormatExternalContext{blocksPerFile=1}], Semantic: [EXACTLY_ONCE]",skipped,not accelerated,not accelerated,upstream-skip,,Upstream skipped this invocation; no execution.,1c3f1739-89e2-4343-a0a2-6bf44f13f9ae,"[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroBulkFormatITCase]/[test-template:testTaskManagerFailure(org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.connector.testframe.environment.ClusterControllable, org.apache.flink.streaming.api.CheckpointingMode)]/[test-template-invocation:#2]",flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroBulkFormatITCase.xml,11,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroBulkFormatITCase', methodName = 'testTaskManagerFailure', methodParameterTypes = 'org.apache.flink.connector.testframe.environment.TestEnvironment, org.apache.flink.connector.testframe.external.source.DataStreamSourceExternalContext, org.apache.flink.connector.testframe.environment.ClusterControllable, org.apache.flink.streaming.api.CheckpointingMode']]",ABORTED,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroBulkFormatITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroExternalJarProgramITCase,testExternalProgram,testExternalProgram(),passed,not accelerated,not accelerated,non-sql-program,,Exercises format I/O through a DataStream or legacy DataSet program; bypasses the SQL planner and its native admission path.,3c59bda5-06e9-4184-88b5-19480fd498af,[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroExternalJarProgramITCase]/[method:testExternalProgram()],flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroExternalJarProgramITCase.xml,0,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroExternalJarProgramITCase', methodName = 'testExternalProgram', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroExternalJarProgramITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroFilesystemITCase,testAllStaticPartitions1,configure=false,passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,aaa6559c-e08a-43c4-a5df-75a9517d0ec8,[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroFilesystemITCase]/[test-template:testAllStaticPartitions1()]/[test-template-invocation:#1],flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroFilesystemITCase.xml,26,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroFilesystemITCase', methodName = 'testAllStaticPartitions1', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroFilesystemITCase,testAllStaticPartitions1,configure=true,passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,4a00cb36-88b7-49e5-8bff-94cba2a84ec6,[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroFilesystemITCase]/[test-template:testAllStaticPartitions1()]/[test-template-invocation:#2],flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroFilesystemITCase.xml,27,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroFilesystemITCase', methodName = 'testAllStaticPartitions1', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroFilesystemITCase,testAllStaticPartitions2,configure=false,passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,c3cc10ed-5dee-419c-ac94-42864729751f,[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroFilesystemITCase]/[test-template:testAllStaticPartitions2()]/[test-template-invocation:#1],flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroFilesystemITCase.xml,28,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroFilesystemITCase', methodName = 'testAllStaticPartitions2', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemITCase.java
1.18,formats,org.apache.flink.formats.avro.AvroFilesystemITCase,testAllStaticPartitions2,configure=true,passed,not accelerated,not accelerated,batch,,Executed with Flink BatchPlanner; StreamFusion targets streaming SQL.,d1d9fa33-ec42-447b-96d5-96164e3b78f5,[engine:junit-jupiter]/[class:org.apache.flink.formats.avro.AvroFilesystemITCase]/[test-template:testAllStaticPartitions2()]/[test-template-invocation:#2],flink-avro/target/surefire-reports/TEST-org.apache.flink.formats.avro.AvroFilesystemITCase.xml,29,0,0,,"Optional[MethodSource [className = 'org.apache.flink.formats.avro.AvroFilesystemITCase', methodName = 'testAllStaticPartitions2', methodParameterTypes = '']]",SUCCESSFUL,baed8451b6fbb7c358b7cd068ab387a4e198d9cb,https://github.com/apache/flink/blob/release-1.18.1/flink-formats/flink-avro/src/test/java/org/apache/flink/formats/avro/AvroFilesystemITCase.java
