flink_line,suite,invocation_id,test_class,test_name,display_name,plan_index,root_index,fully_accelerated,label,category,note,source_url
1.18,runtime,a4c14c75-e473-4999-bf7e-396517dfd642,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[149],"[149] [SQL] ARRAY_JOIN(f0, '+', 'abc')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,ae8958af-f468-402b-9791-0636a6bc215a,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[14],"[14] [SQL] ARRAY_CONTAINS(f3, (FALSE, DATE '1990-10-14'))",1,1,False,should be accelerated,scalar-expression,Calc: unsupported function/operator: ARRAY_CONTAINS,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,086088c2-4254-4e9e-a27c-da2ee07cabb1,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[150],"[150] [API] ARRAY_JOIN(f0, ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,0234e25a-2d1e-474f-a8db-a15cdfe66acf,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[151],"[151] [SQL] ARRAY_JOIN(f0, ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,ae6a0c1e-3623-45a0-a46d-b50ebd8b1a13,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[152],"[152] [API] ARRAY_JOIN(f0, '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,84c67980-3efa-4fe5-905c-91d0e33656e6,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[153],"[153] [SQL] ARRAY_JOIN(f0, '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,da020336-b1c9-4e5d-af2c-0a296414718d,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[154],"[154] [API] ARRAY_JOIN(f0, ' ', '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,e62f3a89-6282-41f5-ac2d-6210de5ffa6c,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[155],"[155] [SQL] ARRAY_JOIN(f0, ' ', '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,cde3801c-12d8-48fa-84b4-05066ffa2ab4,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[156],"[156] [API] ARRAY_JOIN(f0, ' ', ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,7062ba7a-b98d-4331-a9df-5edf6bfe6224,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[157],"[157] [SQL] ARRAY_JOIN(f0, ' ', ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,a65b7ee6-5d09-49c6-8f9f-2fbbbd6b9f31,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[158],"[158] [API] ARRAY_JOIN(f0, '', '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,e951c75d-0edc-4d14-bbd6-a4750e3d991c,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[159],"[159] [SQL] ARRAY_JOIN(f0, '', '')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,d0aac030-3d32-4441-afa1-8a74fd970b0f,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[15],"[15] [API] ARRAY_CONTAINS(f3, null)",1,1,False,should be accelerated,scalar-expression,Calc: unsupported function/operator: ARRAY_CONTAINS,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,6327909c-8882-4f4a-a5fe-37e8d3c721b9,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[160],"[160] [API] ARRAY_JOIN(f0, '', ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,3bebd43a-a44b-477f-85e0-0c83f828bc04,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[161],"[161] [SQL] ARRAY_JOIN(f0, '', ' ')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,2de27fc6-532b-43c6-9440-1bcd423b49ed,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[162],"[162] [API] ARRAY_JOIN(f1, '+', 'abc')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
1.18,runtime,3836f3a0-0794-4ecd-a6c6-374dd0242d00,org.apache.flink.table.planner.functions.CollectionFunctionsITCase,test(TestCase)[163],"[163] [SQL] ARRAY_JOIN(f1, '+', 'abc')",1,1,True,accelerated,whole-query-native,Entire query admitted by the all-or-nothing gate; no host computation remains between source and sink boundaries.,https://github.com/apache/flink/blob/release-1.18.1/flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/functions/CollectionFunctionsITCase.java
